audio_filepath,text,primary_language
audio/281474976893988_f2006_chunk_0.wav,Bharti,Telugu
audio/281474976896697_f1992_chunk_2.wav,when you color they are very glossy and shining.,Telugu
audio/281474976888864_f2163_chunk_8.wav,"So Usually, not only me, we or",Nepali
audio/281474976888919_f3231_chunk_4.wav,English through the private English school or boarding schools or even not from the English,Nepali
audio/281474976893172_f2123_chunk_5.wav,because there aren't enough colleges in accordance with the demand for college education.,Odia
audio/281474976899762_f1410_chunk_0.wav,Wow,Odia
audio/281474976894253_f677_chunk_0.wav,Cat,Kashmiri
audio/281474976883943_f2231_chunk_15.wav,Determine the actions that will have the greatest impact then we,Malayalam
audio/281474976902180_f1739_chunk_3.wav,Andhra Pradesh,Urdu
audio/281474976884131_f3182_chunk_1.wav,the interest of my sport.,Marathi
audio/281474976900640_f2173_chunk_3.wav,there is a discrimination also and more challenges that the education system is experiencing today talking of saffronization,Urdu
audio/281474976897522_f1981_chunk_10.wav,according to me is a great influence,Sindhi
audio/281474976890751_f3224_chunk_4.wav,which highly impacts the business sector of logistics and other things.,Dogri
audio/281474976897459_f2145_chunk_6.wav,The world famous national parks called,Bodo
audio/281474976888182_f901_chunk_0.wav,Set a reminder for my pending payment to contact Mahnoor,Punjabi
audio/281474976888918_f3208_chunk_4.wav,"learn to say no, never judge a book by its cover, many hands make light work, everyone",Nepali
audio/281474976893885_f423_chunk_0.wav,Yes,Bodo
audio/281474976900603_f2255_chunk_23.wav,"with main roads, thoroughfares, and subsidiary roads",Urdu
audio/281474976895123_f861_chunk_0.wav,Backward,Bengali
audio/281474976894272_f2209_chunk_7.wav,"in achieving these goals, but the government is trying hard to provide good living conditions to all the citizens.",Kashmiri
audio/281474976892338_f2196_chunk_0.wav,"Every region of Blink district has two to three government hospitals. These hospitals, they're loaded off their area",Dogri
audio/281474976896682_f965_chunk_0.wav,House,Telugu
audio/281474976888917_f3178_chunk_16.wav,We celebrate it as a festival yearly.,Nepali
audio/281474976887080_f3201_chunk_3.wav,But I believe we should train our own voice because God has blessed us with certain kind of,Gujarati
audio/281474976888864_f2163_chunk_12.wav,like we don't put jeera,Nepali
audio/281474976893912_f2185_chunk_16.wav,The 12-step program which is recognized by WHO,Bodo
audio/281474976884129_f3284_chunk_0.wav,One such lesser known offbeat and part destinations I would suggest is,Marathi
audio/281474976891513_f2605_chunk_0.wav,how would i use formidable in a sentence,Telugu
audio/281474976896928_f2744_chunk_0.wav,On,Gujarati
audio/281474976893642_f2096_chunk_7.wav,And they also give scholarships for students,Malayalam
audio/281474976900628_f2510_chunk_0.wav,"A Dravidian language related to Telugu,",Urdu
audio/281474976893758_f1554_chunk_0.wav,Three,Punjabi
audio/281474976883906_f1874_chunk_0.wav,The dialects,Marathi
audio/281474976902188_f2127_chunk_9.wav,There are various subjects taught in various colleges,Urdu
audio/281474976900619_f2509_chunk_0.wav,when is the last time i contacted John Smith,Urdu
audio/281474976893852_f1949_chunk_5.wav,So the vegetables are collected from the forest in the evening and it is cooked with pork or chicken and served with rice beer.,Bodo
audio/281474976886837_f2849_chunk_0.wav,"In 1923, he brought out Maharashtra Dharma,",Tamil
audio/281474976884079_f2150_chunk_4.wav,if your future,Hindi
audio/281474976894794_f3270_chunk_2.wav,to enable West Bengal to transform into a knowledge-driven welfare society with extensive use of IT,Nepali
audio/281474976902136_f458_chunk_0.wav,i need to go to mysore at five an on sunday by train,Urdu
audio/281474976901164_f2275_chunk_1.wav,which I feel proud to be as a speaker of English are,Maithili
audio/281474976886701_f1840_chunk_0.wav,"Actually, there's a book called a boy in the striped pajamas and I once read the book, but I didn't like it that much. But then I got to see the movie which came in the YouTube. And then once I saw the movie, I was so impressed by it and I went back to read the book again. And that is when I started liking it so much.",Telugu
audio/281474976888914_f3259_chunk_9.wav,And we know both the players and audience get enjoyed with the craze of sports.,Nepali
audio/281474976891545_f1908_chunk_0.wav,Cement industry is one of the important industries in our district and they are facing lack of skilled labour.,Telugu
audio/281474976887658_f3219_chunk_5.wav,or we should remain an independent union territory that time.,Konkani
audio/281474976884619_f1196_chunk_0.wav,One,Kannada
audio/281474976896202_f1777_chunk_0.wav,Technology,Kannada
audio/281474976900603_f2255_chunk_17.wav,known as the Bhadra Fort,Urdu
audio/281474976901549_f1435_chunk_0.wav,"Because of this, spectator interest is sometimes greater for men's doubles than for singles.",Maithili
audio/281474976888919_f3231_chunk_12.wav,"Many times I tried to talk in English with my friends, my seniors, and with my teachers.",Nepali
audio/281474976900603_f2255_chunk_36.wav,orderly development and progress,Urdu
audio/281474976897395_f3303_chunk_0.wav,Odisha has the northernmost parts of the eastern Ghats in Koraputs like Devamali hill which is the highest point in Odisha,Odia
audio/281474976900603_f2255_chunk_39.wav,and regular municipal administration introduced in 1858,Urdu
audio/281474976894293_f1062_chunk_0.wav,Block the Apple Holdings from my account.,Bengali
audio/281474976902216_f1189_chunk_0.wav,Is there any vaccination center nearby my location having CORBEVAX vaccine?,Maithili
audio/281474976897702_f3069_chunk_0.wav,Visual,Odia
audio/281474976889285_f3034_chunk_0.wav,Repeat my my,Urdu
audio/281474976901120_f2390_chunk_0.wav,Will there be Rs. 1000 in my Karnataka Gramin Bank account?,Maithili
audio/281474976895142_f1774_chunk_1.wav,"These tools include onomatopoeia, imagery, metaphor, simile, alliteration",Bengali
audio/281474976884631_f2005_chunk_2.wav,"Multi-specialty hospitals are being built in all urban centers, and there are many private hospitals and hospital chains which have their branches in many parts of the state",Kannada
audio/281474976893839_f3333_chunk_2.wav,Jorhat,Bodo
audio/281474976902198_f1512_chunk_0.wav,"In March 2009, he joined Praja Rajyam Party, founded by Chiranjeevi.",Maithili
audio/281474976896994_f1674_chunk_0.wav,Making a schedule and sticking to it is what will keep motivation going,Bengali
audio/281474976894788_f2051_chunk_1.wav,"Like early morning when I get up and go there and see in the terrace, they are enjoying the new sun.",Nepali
audio/281474976897686_f760_chunk_0.wav,Which is the nearest vacccination center in district Yamunanagar,Odia
audio/281474976888873_f2272_chunk_4.wav,"So, starting with Maghi Chakrati, on Maghi Chakrati which",Nepali
audio/281474976893171_f3135_chunk_7.wav,you can talk about things that are of common interest.,Odia
audio/281474976894232_f381_chunk_0.wav,Is there any nearby facility around PIN Code 608464 which is giving second dose for people of age group 15-17 years?,Kashmiri
audio/281474976886820_f2271_chunk_3.wav,better services with,Tamil
audio/281474976894795_f2258_chunk_20.wav,"On the occasion of festival of Losar or Monpa Losar, it is traditional to wear new clothes. People greet each other with customary New Year greeting of Tashi Delek",Nepali
audio/281474976894266_f1747_chunk_6.wav,"I make sure that it begins and ends with powerful expressions, because beginning and end are the most important parts of the poem",Kashmiri
audio/281474976903177_f2345_chunk_0.wav,"Around 1989,",Tamil
audio/281474976885769_f1327_chunk_1.wav,on,Kannada
audio/281474976897399_f2215_chunk_6.wav,and,Odia
audio/281474976899965_f1881_chunk_4.wav,assured of its quality because you will not use pesticides or manures that are harmful for human body.,Maithili
audio/281474976891408_f1727_chunk_0.wav,How do you practice and work on,Malayalam
audio/281474976894273_f3279_chunk_2.wav,"George Orwell's masterpiece, The Animal Farm, is one of my favourite pieces of writing.",Kashmiri
audio/281474976884634_f2217_chunk_3.wav,"Veeragase, Kamsale",Kannada
audio/281474976888951_f2106_chunk_0.wav,Clara,Konkani
audio/281474976884089_f3114_chunk_5.wav,"Although, I think recently a lot of media houses are coming up with a lot of regional languages as well",Hindi
audio/281474976901605_f2022_chunk_12.wav,"challenging also that how to reach those students, those who do not have smartphones",Maithili
audio/281474976891407_f3316_chunk_0.wav,Can you talk about a time when you had to overcome stage fright,Malayalam
audio/281474976893701_f2950_chunk_0.wav,Agree,Bodo
audio/281474976894287_f1155_chunk_0.wav,Give 5 stars to the product quality of Amul Cow Ghee,Bengali
audio/281474976884044_f1919_chunk_10.wav,Should I say,Hindi
audio/281474976893671_f3064_chunk_0.wav,change the color of the lights to blue,Bodo
audio/281474976886709_f3213_chunk_0.wav,"Well, there was one TV show which I started watching during the pandemic,",Telugu
audio/281474976893687_f2554_chunk_1.wav,can you list all such centres in state Himachal Pradesh,Bodo
audio/281474976895217_f1271_chunk_0.wav,Are there any chances of Crockery being available by this month ?,Dogri
audio/281474976891569_f2358_chunk_0.wav,Verify the information of user,Konkani
audio/281474976884114_f2737_chunk_0.wav,Which are all the colleges offering UG level courses in academic year 2019 - 2020 and are approved by AICTE?,Marathi
audio/281474976889221_f3229_chunk_11.wav,"Muslims here celebrate Eid-ul-Fitr, Eid-ul-Adha and Milad-un-Nabi.",Urdu
audio/281474976884082_f3206_chunk_7.wav,where in I was part of a group of 38 people,Hindi
audio/281474976888911_f3102_chunk_13.wav,We should not let our inner critic win and we can also deal it by not comparing ourselves,Nepali
audio/281474976897624_f123_chunk_0.wav,Can I know the nearest vaccination center to my current location in district Meerut?,Tamil
audio/281474976895412_f1595_chunk_0.wav,Three,Konkani
audio/281474976895487_f3105_chunk_0.wav,11,Malayalam
audio/281474976886861_f1932_chunk_4.wav,Punjab,Tamil
audio/281474976886669_f274_chunk_0.wav,"According to the 2011 census report, there are 93,411 people who follow Buddhism in Mizoram.",Telugu
audio/281474976887177_f3253_chunk_3.wav,"India, we have seen how they have changed or the lives of their children have changed",Malayalam
audio/281474976896931_f1043_chunk_0.wav,Forward,Gujarati
audio/281474976895142_f1774_chunk_0.wav,"English language uses various tools in literature, poetry and other forms of artistic expression.",Bengali
audio/281474976900596_f3268_chunk_11.wav,"in Jeddah, Saudi Arabia with UNEP as a partner adopted the Jeddah Declaration on the Environment",Urdu
audio/281474976896933_f3077_chunk_0.wav,Agree,Gujarati
audio/281474976893932_f1394_chunk_0.wav,on,Nepali
audio/281474976893054_f630_chunk_0.wav,When will Hersheys Dark Chocolate Bar be available for orderings?,Marathi
audio/281474976889216_f1703_chunk_1.wav,I would like to refer this day-to-day activity as an artwork,Urdu
audio/281474976898393_f1814_chunk_3.wav,to underprivileged and marginalized communities,Tamil
audio/281474976893915_f2228_chunk_9.wav,Though it was celebrated by the Bodos in a traditional way,Bodo
audio/281474976888155_f3164_chunk_10.wav,So that can be done firstly by controlling your pace and secondly by controlling your breathing.,Maithili
audio/281474976897850_f2800_chunk_0.wav,Can I get my order delivered after 2 Hours,Telugu
audio/281474976888919_f3231_chunk_11.wav,"Since the primary level, I had to work hard to learn the English.",Nepali
audio/281474976899929_f959_chunk_0.wav,Do I have more than Rs. 700 in my Google Pay account?,Maithili
audio/281474976898077_f2678_chunk_0.wav,turn the speakers down to five percent,Odia
audio/281474976897401_f3148_chunk_2.wav,because we cannot expect everyone to learn one common language as such Everyone has the pride of their own language and,Odia
audio/281474976901798_f2302_chunk_0.wav,"What are the main cultural and social issues faced by your state and how are they being addressed? Hint - poverty, inequality, discrimination, social justice.",Assamese
audio/281474976884079_f3215_chunk_0.wav,My favorite quote is from a classic play named A Woman of No Importance by Oscar Wilde.,Hindi
